"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-07",95.22066,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-08",95.14859,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-09",94.84169,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-10",94.58585,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-11",94.50528,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-12",94.5467,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-01",94.6764,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-02",94.87753,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-03",95.02042,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-04",95.12703,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-05",95.27971,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-06",95.20427,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-07",94.98367,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-08",94.81023,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-09",94.93461,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-10",95.27036,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-11",95.52806,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-12",95.73314,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-01",95.87759,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-02",96.16744,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-03",96.6198,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.00566,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.3286,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.60706,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.68072,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.53974,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.49686,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.77229,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.04527,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.1872,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.49302,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.07375,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.30494,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.96586,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.46082,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-06",97.85226,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-07",97.12009,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-08",96.44692,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-09",96.21324,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-10",96.27393,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-11",96.34721,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-12",96.43232,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-01",96.21903,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-02",95.856,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-03",95.54337,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-04",95.46902,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-05",95.60402,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-06",95.84156,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-07",95.96545,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-08",96.0721,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-09",96.25255,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-10",96.3437,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-11",96.27798,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-12",96.17326,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-01",95.88126,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-02",95.48029,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-03",95.26978,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-04",95.40833,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-05",95.59406,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-06",95.88293,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-07",96.42544,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-08",97.06139,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-09",97.5144,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-10",97.71294,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-11",97.8028,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-12",97.84508,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-01",97.80393,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-02",97.68535,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-03",97.60413,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-04",97.66972,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-05",97.74418,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-06",97.84203,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-07",98.04298,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-08",98.35516,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-09",98.82461,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.41705,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.84583,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.0916,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.1544,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.0281,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.9864,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.0626,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.3112,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.8224,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.6541,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.5409,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-09",103.0451,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-10",103.2213,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.2939,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.2734,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.0911,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.6968,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.7501,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-04",100.687,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-05",100.1534,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.98691,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.69787,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.32182,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.80313,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.33232,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.08881,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.12988,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.27213,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.51587,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.09686,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.85465,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.518,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.5806,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.2413,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-06",97.47008,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-07",98.36701,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-08",99.14502,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-09",99.62341,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-10",99.93977,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.1801,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.3442,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.3891,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.2044,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-03",99.77325,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-04",99.31996,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-05",98.99741,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-06",98.74669,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-07",98.54855,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-08",98.44283,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-09",98.41182,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-10",98.4156,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-11",98.45516,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1995-12",98.56144,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-01",98.75045,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-02",98.96046,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-03",99.1223,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-04",99.14983,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-05",99.09035,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-06",99.06172,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-07",99.07882,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-08",99.13625,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-09",99.21478,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-10",99.34114,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-11",99.47622,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1996-12",99.58521,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-01",99.67625,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-02",99.73126,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-03",99.77525,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-04",99.70471,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-05",99.47993,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-06",99.27593,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",99.13761,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",98.93234,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",98.66142,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",98.46621,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",98.36595,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",98.31852,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",98.40271,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",98.52399,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",98.4057,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",98.12419,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",98.02576,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",98.29034,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",98.7832,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",99.25271,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",99.506,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",99.44809,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",99.05424,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",98.49361,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",98.04143,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",97.56467,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",97.09043,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",96.95967,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",97.22701,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",97.80179,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",98.28913,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",98.48943,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",98.48527,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",98.37019,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",98.31748,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",98.43031,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",98.66926,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",98.79663,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",98.6125,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",98.31306,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",98.12701,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",98.15001,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",98.19096,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.13503,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.18701,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",98.38981,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",98.63501,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",98.95057,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",99.32038,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.47812,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.33265,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",98.97089,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",98.43124,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",97.81381,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",97.60726,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",97.57137,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",97.52985,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",97.3447,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",97.28651,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",97.45771,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",97.67399,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",97.89482,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",98.06487,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",98.16682,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",98.09951,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",97.93095,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",97.97696,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",98.08234,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",98.28561,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",98.41051,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.57476,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.73939,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",98.82947,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",98.88938,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",98.99658,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.24417,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.50977,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",99.64394,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.53554,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",99.33789,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",99.17379,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.17483,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.42179,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.81587,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.131,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.1215,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.87458,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.76212,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.92437,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.98343,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.1064,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.4053,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.9226,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.4989,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.8391,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.9547,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",102.0536,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.0809,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.9678,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.7152,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.3908,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",101.1402,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.8973,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.5674,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.3058,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.2201,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.2272,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.4294,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7362,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.8878,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.8894,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.7791,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.6578,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.6072,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.6332,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.7171,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.8697,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.144,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.4345,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.6539,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.7162,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.6875,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.5954,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.6183,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.775,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.9017,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.9307,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.9884,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",102.1249,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.3856,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.7224,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",103.0396,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",103.0981,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",103.1488,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",103.0849,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",102.6808,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",102.2683,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",101.788,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",101.491,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",101.4537,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",101.2626,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",100.615,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",100.0095,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.7349,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.70258,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.76942,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",99.97957,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",100.2398,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.6087,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",101.0526,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",101.3983,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.5827,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",101.7084,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",101.78,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",101.8191,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.7769,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.7531,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.7477,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.9426,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",102.2565,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",102.5679,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.7886,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.9059,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",103.0363,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",103.1464,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",103.2294,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",103.3391,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",103.3463,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",103.3281,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",103.2227,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.9765,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.7621,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.7252,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",102.8772,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",102.9866,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",102.798,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",102.5988,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",102.651,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",102.8106,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",102.9103,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",102.9537,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",103.2097,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",103.6046,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",103.9176,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",103.9332,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",103.7239,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",103.4902,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",103.3345,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",103.2859,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",103.2463,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",103.1516,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",103.0441,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",102.9409,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",102.781,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",102.6086,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",102.5238,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",102.4527,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",102.3606,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",102.275,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",102.3291,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",102.381,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",102.3615,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",102.3031,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",102.1339,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.8974,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.6795,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.5075,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3258,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.12,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.0501,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0283,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9336,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.8112,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5321,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0766,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.58758,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.95715,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.41158,
